codeSad,nomM,nomF
63264,Conseiller en ress.humaines,Conseillère en ress.humaines
63265,Coordonnateur(progr.regl.ped.),Coordonnatrice(progr.regl.ped)
63266,Agent de communication,Agente de communication
63267,Programmeur,Programmeuse
63268,Adjoint médecine sportive,Adjointe médecine sportive
63269,Nutritionniste,Nutritionniste
63270,Responsable (Sect. graphisme),Responsable (Sect. graphisme)
63271,Psychologue,Psychologue
63272,Chimiste-agent d'information,Chimiste-agente d'information
63273,Réalisateur pédagogue,Réalisatrice pédagogue
63274,Agent de développement,Agente de développement
63275,Conseiller juridique,Conseillère juridique
63276,Adjoint au vice-doyen (Études),Adjointe au vice-doyen(Études)
63277,Recherchiste,Recherchiste
63278,Responsable bureau-communic.,Responsable bureau-communic.
63279,Rédacteur,Rédactrice
63280,Adjoint au vice-doyen (Gest.),Adjointe au vice-doyen(Gest.)
63281,Adjoint au vice-doyen(Planif.),Adjointe au vice-doyen(Planif)
63282,Adjoint au vice-doyen(Recher.),Adjointe au vice-doyen(Recher)
63283,Coordonnateur (Sect.médicale),Coordonnatrice (Sect.médicale)
63284,Attaché de cooperation,Attachée de cooperation
63285,Documentaliste (3/5t.),Documentaliste (3/5t.)
63286,Contrôleur,Contrôleuse
63287,Responsable des ventes,Responsable des ventes
63288,Responsable,Responsable
63289,Agent de projets spéciaux,Agente de projets spéciaux
63290,Programmeur scientifique,Programmeuse scientifique
63291,Programmeur-analyste,Programmeuse-analyste
63292,Agent de planification,Agente de planification
63293,Rédacteur (Communic. interne),Rédactrice (Communic. interne)
63294,Agent (Consult.et recherches),Agente (Consult.et recherches)
63295,Coordonnateur (Prog.gérontol.),Coordonnatrice(Prog.gérontol.)
63296,Agent de recouvrement,Agente de recouvrement
63297,Agent de recouvrement,Agente de recouvrement
63298,Responsable (Fonds spéciaux),Responsable (Fonds spéciaux)
63299,Responsable(Enregistr.-contr.),Responsable(Enregistr.-contr.)
63300,Coopérant,Coopérante
63301,Adjoint au programme,Adjointe au programme
63302,Conseiller (Projets spéciaux),Conseillère (Projets spéciaux)
63303,Adjoint au vice-doyen,Adjointe au vice-doyen
63304,Responsable (Vie étudiante),Responsable (Vie étudiante)
63305,Administrateur de projets,Administratrice de projets
63306,Coordonnateur (Projets),Coordonnatrice (Projets)
63307,Chargé de dossiers,Chargée de dossiers
63308,Coordonnateur (Dev.enseignem.),Coordonnatrice(Dev.enseignem.)
63309,Responsable du bur.d'évaluat.,Responsable du bur.d'évaluat.
63310,Agent d'administration,Agente d'administration
63311,Conseiller en marketing,Conseillère en marketing
63312,Animateur communautaire,Animatrice communautaire
63313,Responsable fac.ens.des langue,Responsable fac.ens.des langue
63314,Technicien,Technicienne
63315,Agent de gestion académique,Agente de gestion académique
63316,Responsable (Gest. académique),Responsable (Gest. académique)
63317,Conseiller design d'intérieur,Conseillère design d'intérieur
63318,Technicien de recherche,Technicienne de recherche
63319,Responsable du cond.physique,Responsable du cond.physique
63320,Responsable inst.équipements,Responsable inst.équipements
63321,Conseiller principal,Conseillère principale
63322,Administrateur de systèmes,Administratrice de systèmes
63323,Concepteur (Archit.applicat.),Conceptrice (Archit.applicat.)
63324,Concepteur (Archit. technique),Conceptrice (Archit.technique)
63325,Concepteur (Arch.technolog.),Conceptrice (Arch.technolog.)
63326,Documentaliste en chef,Documentaliste en chef
63327,Coordonnateur(Sports collect.),Coordonnatrice(Sports collect)
63328,Responsable (Section achats),Responsable (Section achats)
63329,Conseiller (Éducation interne),Conseillère(Éducation interne)
63330,Traducteur,Traductrice
63331,Coordonnateur(Cours de langue),Coordonnatrice(Cours de lang.)
63332,Conseiller systèm. et méthodes,Conseillère systèm.et méthodes
63333,Vérificateur,Vérificatrice
63334,Responsable fac.gestion-etudes,Responsable fac.gestion-etudes
63335,Conseiller,Conseillère
63336,Agent d'inscription,Agente d'inscription
63337,Animateur sportif 1,Animatrice sportive 1
63338,Animateur sportif 2,Animatrice sportive 2
63339,Responsable (Serv.des sports),Responsable (Serv.des sports)
63340,Administrateur (Recherche),Administratrice (Recherche)
63341,Responsable facult.(Gest.étud),Responsable facult.(Gest.étud)
63342,Conseiller techno.-informat.,Conseillère techno.-informat.
63343,Rédacteur 2 (sr),Rédactrice 2 (sr)
63344,Responsable doss.académiques,Responsable doss.académiques
63345,Responsable pub.-mise en march,Responsable pub.-mise en march
63346,Animateur,Animatrice
63347,Coordonnateur(Sect.des grades),Coordonnatrice(Sect.des grad.)
63348,Conseiller (Info.-document.),Conseillère (Info.-document.)
63349,Conseiller en développement,Conseillère en développement
63350,Notaire,Notaire
63351,Analyste informatique systemes,Analyste informatique systemes
63352,Agent de promotion,Agente de promotion
63353,Conseiller mat. dangereuses,Conseillère mat. dangereuses
63354,Conseiller en développement,Conseillère en développement
63355,Conseiller pédagogique,Conseillère pédagogique
63356,Officier de sécurité,Officière de sécurité
63357,Architecte micro-informatique,Architecte micro-informatique
63358,Coord. electro.acoust.,Coord. electro.acoust.
63359,Conseiller principal,Conseillère principale
63360,Coordonnateur de division,Coordonnatrice de division
63361,Coordonnateur,Coordonnatrice
63362,Responsable prog. etud.quebec.,Responsable prog. etud.quebec.
63363,Animateur communautaire,Animatrice communautaire
63364,Architecte principal(Télécom.),Architecte principale(Télécom)
63365,Architecte principal(Systèmes),Architecte principale(Systèm.)
63366,Concepteur 2 (Électricité),Conceptrice 2 (Électricité)
63367,Webmestre,Webmestre
63368,Agent de recherche (Virologie),Agente de recherche(Virologie)
63369,Attaché de presse,Attachée de presse
63370,Agronome,Agronome
63371,Biostatisticien,Biostatisticienne
63372,Coordonnateur (Form.profess.),Coordonnatrice (Form.profess.)
63373,Technicien (Virologiste),Technicienne (Virologiste)
63374,Conseiller en placement,Conseillère en placement
63375,Responsable de l'accueil,Responsable de l'accueil
63376,Coordonnateur (Év. spéciaux),Coordonnatrice (Év. spéciaux)
63377,Responsable act.format.continu,Responsable act.format.continu
63378,Conseiller linguistique,Conseillère linguistique
63379,Entraîneur-adjoint,Entraîneuse-adjointe
63380,Conseiller aux aff.professor.,Conseillère aux aff.professor.
63381,Architecte (Plans et devis),Architecte (Plans et devis)
63382,Responsable dévelop.facultaire,Responsable dévelop.facultaire
63383,Coordonnateur aff. academiques,Coordonnatrice aff.academiques
63384,Bio-informaticien,Bio-informaticienne
63385,Conseiller en relat. internat.,Conseillère en relat.internat.
63386,Analyste des coûts,Analyste des coûts
63387,Conseiller en collecte de fond,Conseillère en collecte de fon
63388,Architecte (Planification),Architecte (Planification)
63389,Responsable des publications,Responsable des publications
63390,Conseiller en dévelop.organis.,Conseillère en dévelop.organis
63391,Agent technique (Illustr.méd.),Agente technique (Illustr.méd)
63392,Conseiller princip.en systèmes,Conseillère princip.en systèm
63393,Conseiller principal micr-info,Conseillère principale micr-in
63394,Conseiller principal télécomm.,Conseillère principale télécom
63395,Conseiller principal médiatis.,Conseillère principale médiat.
63396,Conseiller principal trait.inf,Conseillère principale trai.in
63397,Optométriste,Optométriste
63398,Responsable (Bur.étud.étrang.),Responsable (Bur.étud.étrang.)
63399,Conseiller en rel.participants,Conseillère en rel.participant
63400,Responsable en gest.budgétaire,Responsable en gest.budgétaire
63401,Conseiller en gest.des risques,Conseillère en gest.des risque
63402,Conseiller en comm. et recrut.,Conseillère en comm.et recrut.
63403,Gestionnaire de projets,Gestionnaire de projets
63404,Conseiller en évaluation,Conseillère en évaluation
63405,Tuteur,Tutrice
63406,Tuteur,Tutrice
63407,Ingénieur,Ingénieure
63408,Superviseur contrôle de qual.,Superviseure contrôle de qual.
63409,Responsable des travaux,Responsable des travaux
63410,Responsable de prog.(Toxicom.),Responsable de prog.(Toxicom.)
63411,Responsable,Responsable
63412,Administrateur base de données,Administratrice base de donnée
63413,Conseiller principal infrastr.,Conseillère principale infras.
63414,Coordonnateur de la logistique,Coordonnatrice de la logistiqu
63415,Conseiller principal gest.proj,Conseillère principale ges.pr.
63416,Conseiller principal en tech.,Conseillère principale en tech
63417,Agent de projets spéciaux,Agente de projets spéciaux
63418,Responsable des publications,Responsable des publications
63419,Statisticien,Statisticienne
63420,Responsable des opérations,Responsable des opérations
63421,Responsable prog.(prof.ag.dét),Responsable prog.(prof.ag.dét)
63422,Analyste des procédés administ,Analyste des procédés administ
63423,Rédacteur en chef,Rédactrice en chef
63424,Chef-photographe,Chef-photographe
63425,Coord - Atelier de pianos,Coord - Atelier de pianos
63426,Coord. serv. informatiques,Coord. serv. informatiques
63427,Responsable codage,Responsable codage
63428,Cons. cotutelles-prog. co-int.,Cons. cotutelles-prog. co-int.
63429,Conseiller principal aux relations internationales,Conseillère principale aux relations internationales
63430,Coord. dossiers num. FESP,Coord. dossiers num. FESP
63431,Analyste ressources humaines,Analyste ressources humaines
63432,Conseiller devel. programmes,Conseillère devel. programmes
63433,Formateur,Formatrice
63434,Resp. gestion stages,Resp. gestion stages
63435,Cons. aux comm. bur. du doyen,Cons. aux comm. bur. du doyen
63436,Coord. Camp. Majeure fin,Coord. Camp. Majeure fin
63437,Adjoint au vice-doyen(Budgets),Adjointe au vice-doyen(Budget)
63438,Adjoint au vice-doyen(Gestion),Adjointe au vice-doyen(Gestio)
63439,Hygiéniste industriel,Hygiéniste industriel
63440,Secrétaire,Secrétaire
63441,Conseiller à la recherche,Conseillère à la recherche
63442,Infirmier-chef,Infirmière-chef
63443,Coordonnateur technique,Coordonnatrice technique
63444,Coordonnateur en électromécan.,Coordonnatrice en électromécan
63445,Conseiller admission,Conseillère admission
63446,Coordonnateur de tests,Coordonnatrice de tests
63447,Agent de recherche (Écologie),Agente de recherche (Écologie)
63448,Médecin,Médecin
63449,Concepteur (Architecture),Conceptrice (Architecture)
63450,Agent d'administration (Info.),Agente d'administration (Info)
63451,Analyste en soutien informatiq,Analyste en soutien informatiq
63452,Physicien,Physicienne
63453,Responsable des subventions,Responsable des subventions
63454,Concepteur (Service technique),Conceptrice(Service technique)
63455,Analyste en gest.electron.inf.,Analyste en gest.electron.inf.
63456,Cons. technopédagogique,Cons. technopédagogique
63457,Coord. labo. informatiques,Coord. labo. informatiques
63458,Coord. multimédia,Coord. multimédia
63459,Cons. princ. aux instances,Cons. princ. aux instances
63460,Administrateur (Recherche),Administratrice (Recherche)
63461,Biostatisticien,Biostatisticienne
63462,Coord. au dév. durable,Coord. au dév. durable
63463,Coord. ethique de la recherche,Coord. ethique de la recherche
63464,Responsable (Rech.et dévelop.),Responsable (Rech.et dévelop.)
63465,Cons. part. & dos. strat.,Cons. part. & dos. strat.
63466,Architecte solution d'affaires,Architecte solution d'affaires
63467,Coordonnateur(Serv.aux usager),Coordonnatrice(Serv.aux usag.)
63468,Coordonnateur activ. d'expres.,Coordonnatrice activ.d'expres.
63469,Ingénieur-chimiste,Ingénieure-chimiste
63470,Ingénieur (Électricité),Ingénieure (Électricité)
63471,Ingénieur en mécanique,Ingénieure en mécanique
63472,Cons. spéc. mat. gouvernance,Cons. spéc. mat. gouvernance
63473,Linguiste analyste,Linguiste analyste
63474,Rédacteur publicitaire,Rédactrice publicitaire
63475,Astronome ingénieur,Astronome ingénieure
63476,Coordonnateur (Services info.),Coordonnatrice (Services info)
63477,Responsable de prog.cert.crim.,Responsable de prog.cert.crim.
63478,Réalisateur,Réalisatrice
63479,Secrétaire exécutif,Secrétaire exécutive
63480,Coordonnateur (Activ.sportiv.),Coordonnatrice(Activ.sportiv.)
63481,Chargé de projet,Chargée de projet
63482,Animateur (Service des sports),Animatrice(Service des sports)
63483,Accompagnateur,Accompagnatrice
63484,Coordonnateur Centre M.A.S.,Coordonnatrice Centre M.A.S
63485,Coordonnateur stages et labo.,Coordonnatrice stages et labo.
63486,Cons. princ. à la recherche,Cons. princ. à la recherche
63487,Analyste d'affaires-RH et paie,Analyste d'affaires-RH et paie
63488,Analyste d'affaire - Finance,Analyste d'affaire - Finance
63489,Cons.sécurité-mesures urgences,Cons.sécurité-mesures urgences
63490,Conseiller-réussite étudiante,Conseillère-réussite étudiante
63491,Resp.études-labo. enseignement,Resp.études-labo. enseignement
63492,Gestionnaire projet principal,Gestionnaire projet principal
63493,Superviseur,Superviseure
63494,Ergonome,Ergonome
63495,Audio vidéothécaire,Audio vidéothécaire
63496,Conseiller coord.des études,Conseillère coord.des études
63497,Architecte principal (Données),Architecte principale(Données)
63498,Agent de gestion (Prestation),Agente de gestion (Prestation)
63499,Administrateur des projets,Administratrice des projets
63500,Agent des relations du travail,Agente des relations du travai
63501,Responsable(Serrur.&quincail.),Responsable(Serrur.&quincail.)
63502,Conseiller à la direction,Conseillère à la direction
63503,Responsable laboratoires info.,Responsable laboratoires info.
63504,Modélisateur des données,Modélisateure des données
63505,Adjoint technique à l'édition,Adjointe technique à l'édition
63506,Coord. réussite étudiante,Coord. réussite étudiante
63507,"Gestionnaire, bureau projets","Gestionnaire, bureau projets"
63508,Responsable du laboratoire de fouille,Responsable du laboratoire de fouille
