idsadvr,sexe,langues.nom,langues.medium,affiliations.fonction.codeSad,affiliations.fonction.nom,formations.diplome,formations.annee,formations.institutions.nom,formations.institutions.paysNom,formations.institutions.paysCode
in14847,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Écrit,42001,Professeure titulaire,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Écrit,42001,Professeure titulaire,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Écrit,42001,Professeure titulaire,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Français,Écrit,42001,Professeure titulaire,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Français,Écrit,42001,Professeure titulaire,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Écrit,42001,Professeure titulaire,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Anglais,Oral,42001,Professeure titulaire,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Anglais,Oral,42001,Professeure titulaire,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Anglais,Oral,42001,Professeure titulaire,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Anglais,Oral,42001,Professeure titulaire,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Anglais,Oral,42001,Professeure titulaire,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Anglais,Oral,42001,Professeure titulaire,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Oral,42001,Professeure titulaire,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Oral,42001,Professeure titulaire,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Oral,42001,Professeure titulaire,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Français,Oral,42001,Professeure titulaire,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Français,Oral,42001,Professeure titulaire,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Oral,42001,Professeure titulaire,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Oral,Z9Z9Z,Professeure accréditée,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Oral,Z9Z9Z,Professeure accréditée,Ph. D.,1999,Université Joseph Fourier,France,FR
in14847,F,Français,Oral,Z9Z9Z,Professeure accréditée,Diplôme d'Ingénieur,1996,Institut National des Sciences Appliquées de Lyon,France,FR
in14847,F,Français,Oral,Z9Z9Z,Professeure accréditée,Maîtrise (Equivalent),1996,Institut National des Sciences appliquées de Lyon,France,FR
in14847,F,Français,Oral,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14847,F,Français,Oral,Z9Z9Z,Professeure accréditée,Post-doctorat,2004,McGill University,Canada,CA
in14848,M,,,42001,Professeur titulaire,,,,,
in14849,M,,,42006,Professeur agrégé,,,,,
in14850,F,,,52070,Professeure/chercheuse adjointe,,,,,
in14851,M,Anglais,Écrit,42006,Professeur agrégé,Doctorat (DPhil),2013,University of Oxford,Royaume-Uni,GB
in14851,M,Anglais,Écrit,42006,Professeur agrégé,Maîtrise en droit (LLM),2005,Harvard Law School,États-Unis,US
in14851,M,Anglais,Écrit,42006,Professeur agrégé,Baccalauréat en droit (LLB),2001,Université de Montréal,Canada,CA
in14851,M,Français,Écrit,42006,Professeur agrégé,Doctorat (DPhil),2013,University of Oxford,Royaume-Uni,GB
in14851,M,Français,Écrit,42006,Professeur agrégé,Maîtrise en droit (LLM),2005,Harvard Law School,États-Unis,US
in14851,M,Français,Écrit,42006,Professeur agrégé,Baccalauréat en droit (LLB),2001,Université de Montréal,Canada,CA
in14851,M,Anglais,Oral,42006,Professeur agrégé,Doctorat (DPhil),2013,University of Oxford,Royaume-Uni,GB
in14851,M,Anglais,Oral,42006,Professeur agrégé,Maîtrise en droit (LLM),2005,Harvard Law School,États-Unis,US
in14851,M,Anglais,Oral,42006,Professeur agrégé,Baccalauréat en droit (LLB),2001,Université de Montréal,Canada,CA
in14851,M,Français,Oral,42006,Professeur agrégé,Doctorat (DPhil),2013,University of Oxford,Royaume-Uni,GB
in14851,M,Français,Oral,42006,Professeur agrégé,Maîtrise en droit (LLM),2005,Harvard Law School,États-Unis,US
in14851,M,Français,Oral,42006,Professeur agrégé,Baccalauréat en droit (LLB),2001,Université de Montréal,Canada,CA
in14852,M,Anglais,Écrit,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Anglais,Écrit,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Français,Écrit,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Français,Écrit,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Espagnol; castillan,Écrit,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Espagnol; castillan,Écrit,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Anglais,Oral,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Anglais,Oral,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Français,Oral,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Français,Oral,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Espagnol; castillan,Oral,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14852,M,Espagnol; castillan,Oral,42006,Professeur agrégé,Ph.D.,2003,Concordia University,Canada,CA
in14853,F,Anglais,Écrit,42001,Professeure titulaire,,,,,
in14853,F,Français,Écrit,42001,Professeure titulaire,,,,,
in14853,F,Anglais,Oral,42001,Professeure titulaire,,,,,
in14853,F,Français,Oral,42001,Professeure titulaire,,,,,
in14855,M,Anglais,Écrit,42001,Professeur titulaire,Doctorat en médecine vétérinaire,1999,Université de Montréal,Canada,CA
in14855,M,Anglais,Écrit,42001,Professeur titulaire,Maitrise en sciences vétérinaires,2005,Université de Montréal,Canada,CA
in14855,M,Anglais,Écrit,42001,Professeur titulaire,Diplomate ECBHM,2009,European College of Bovine Health Management,Allemagne,DE
in14855,M,Français,Écrit,42001,Professeur titulaire,Doctorat en médecine vétérinaire,1999,Université de Montréal,Canada,CA
in14855,M,Français,Écrit,42001,Professeur titulaire,Maitrise en sciences vétérinaires,2005,Université de Montréal,Canada,CA
in14855,M,Français,Écrit,42001,Professeur titulaire,Diplomate ECBHM,2009,European College of Bovine Health Management,Allemagne,DE
in14855,M,Anglais,Oral,42001,Professeur titulaire,Doctorat en médecine vétérinaire,1999,Université de Montréal,Canada,CA
in14855,M,Anglais,Oral,42001,Professeur titulaire,Maitrise en sciences vétérinaires,2005,Université de Montréal,Canada,CA
in14855,M,Anglais,Oral,42001,Professeur titulaire,Diplomate ECBHM,2009,European College of Bovine Health Management,Allemagne,DE
in14855,M,Français,Oral,42001,Professeur titulaire,Doctorat en médecine vétérinaire,1999,Université de Montréal,Canada,CA
in14855,M,Français,Oral,42001,Professeur titulaire,Maitrise en sciences vétérinaires,2005,Université de Montréal,Canada,CA
in14855,M,Français,Oral,42001,Professeur titulaire,Diplomate ECBHM,2009,European College of Bovine Health Management,Allemagne,DE
in14856,F,,,42016,Professeure adjointe de clinique,,,,,
in14857,F,,,42001,Professeure titulaire,,,,,
in14858,F,Français,Écrit,42001,Professeure titulaire,,,,,
in14858,F,Français,Écrit,42001,Professeure titulaire,,,,,
in14858,F,Français,Oral,42001,Professeure titulaire,,,,,
in14858,F,Français,Oral,42001,Professeure titulaire,,,,,
in14859,F,Anglais,Écrit,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Écrit,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Écrit,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Écrit,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Écrit,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Écrit,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Écrit,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Écrit,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Oral,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Oral,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Oral,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Oral,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Oral,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Oral,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Anglais,Oral,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Oral,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Oral,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Oral,42001,Professeure titulaire,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Oral,42001,Professeure titulaire,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Oral,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Oral,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Oral,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14859,F,Français,Oral,Z9Z9Z,Professeure accréditée,Doctorat,2000,Université McGill,Canada,CA
in14859,F,Français,Oral,Z9Z9Z,Professeure accréditée,Baccalauréat,1994,Université McGill,Canada,CA
in14859,F,Français,Oral,Z9Z9Z,Professeure accréditée,Postdoctorat,2001,University of Toronto,Canada,CA
in14860,F,Français,Écrit,42001,Professeure titulaire,,,,,
in14860,F,Français,Oral,42001,Professeure titulaire,,,,,
in14863,M,,,42001,Professeur titulaire,,,,,
in14864,M,,,42001,Professeur titulaire,,,,,
in14865,M,,,42001,Professeur titulaire,,,,,
in14867,F,Français,Écrit,42001,Professeure titulaire,,,,,
in14867,F,Français,Écrit,42001,Professeure titulaire,,,,,
in14867,F,Anglais,Oral,42001,Professeure titulaire,,,,,
in14867,F,Anglais,Oral,42001,Professeure titulaire,,,,,
in14870,F,,,42001,Professeure titulaire,,,,,
in14872,M,,,42001,Professeur titulaire,Ph.D.,1980,McGill,Canada,CA
in14873,F,Anglais,Écrit,42001,Professeure titulaire,PhD,1995,Universität Hamburg,Allemagne,DE
in14873,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Anglais,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Anglais,Écrit,42001,Professeure titulaire,Maîtrise,1990,Universität Hamburg,Allemagne,DE
in14873,F,Anglais,Écrit,42001,Professeure titulaire,Postdoctorat,2001,Université McGill,Canada,CA
in14873,F,Français,Écrit,42001,Professeure titulaire,PhD,1995,Universität Hamburg,Allemagne,DE
in14873,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Français,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Français,Écrit,42001,Professeure titulaire,Maîtrise,1990,Universität Hamburg,Allemagne,DE
in14873,F,Français,Écrit,42001,Professeure titulaire,Postdoctorat,2001,Université McGill,Canada,CA
in14873,F,Allemand,Écrit,42001,Professeure titulaire,PhD,1995,Universität Hamburg,Allemagne,DE
in14873,F,Allemand,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Allemand,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Allemand,Écrit,42001,Professeure titulaire,Maîtrise,1990,Universität Hamburg,Allemagne,DE
in14873,F,Allemand,Écrit,42001,Professeure titulaire,Postdoctorat,2001,Université McGill,Canada,CA
in14873,F,Portugais,Écrit,42001,Professeure titulaire,PhD,1995,Universität Hamburg,Allemagne,DE
in14873,F,Portugais,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Portugais,Écrit,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Portugais,Écrit,42001,Professeure titulaire,Maîtrise,1990,Universität Hamburg,Allemagne,DE
in14873,F,Portugais,Écrit,42001,Professeure titulaire,Postdoctorat,2001,Université McGill,Canada,CA
in14873,F,Français,Oral,42001,Professeure titulaire,PhD,1995,Universität Hamburg,Allemagne,DE
in14873,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Français,Oral,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Français,Oral,42001,Professeure titulaire,Maîtrise,1990,Universität Hamburg,Allemagne,DE
in14873,F,Français,Oral,42001,Professeure titulaire,Postdoctorat,2001,Université McGill,Canada,CA
in14873,F,Espagnol; castillan,Oral,42001,Professeure titulaire,PhD,1995,Universität Hamburg,Allemagne,DE
in14873,F,Espagnol; castillan,Oral,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
in14873,F,Espagnol; castillan,Oral,42001,Professeure titulaire,Baccalauréat,1986,Universität Hamburg,Allemagne,DE
